"","Rating","Text"
"231",4,"  It is a fun movie. it is able to retain the spirit of the book even if it substantially cuts down on the nostalgia and detail."
"232",5,"  The best movie for every gamer to watch."
"233",3.5,"  This is a moderately fun adventure movie... just don't expect anything more than surface-level entertainment. The film tells two concurrent stories - one in the fantasy world and one in the real world - and unfortunately, only one of those stories is interesting. After some lengthy (and somewhat clunky) voiceover narration establishes the setting (a future world where all of society is dominated by a virtual reality game called ""The Oasis""), the movie dives right in to the story that takes place within the game. This is where the movie really shines. It's wildly creative and the ""quest""-type storyline really appealed to the gamer in me. The first hour is almost entirely GCI, but it doesn't matter because the CGI is amazing and the virtual world is so detailed and immersive, it really feels like the best video game you ever played. I was all in. But the fun tapers off when the story moves into the real world and starts to draaaaaag. For a story about the dangers of becoming too disconnected from reality, it's so much more interesting when it's all about the fantasy world! I had become really invested in the characters' in-game avatars, but the characters IRL (that's ""in real life"" for you noobs) were totally flat and bored me to tears. The ""real world"" story is disappointingly trite - the typical ""good vs evil"" constructs on which the story is built are predictable and dull. All the heroes are poor little guys, and the villain is the embodiment of corporate greed (even the skilled Ben Mendelsohn as the Big Bad couldn't give that character any depth). I was praying for the film to find an excuse to go back into the virtual world - and it did eventually oblige me, but even then, it never recaptures the magic that made the first hour so cool. The overall story has a juvenile feel to it that targets kids, which is a bit of a paradox as a huge part of what makes this movie fun is the constant stream of 80's pop culture references. I fear that much of it will be lost on younger viewers who may not have seen those movies/shows... woe to the viewer who was born after 1990! But for Gen-Xers, it's a delight to identify the cornucopia of ""easter eggs"" (which are a major plot point of the story) planted all around this film... it would require many viewings to catch them all. Despite that, the movie is too long and the story was not consistently engaging enough to sustain my interest. By the end of the third act, nearly everything that had me invested in the story had slowly crumbled away, culminating in one of the lamest endings of all time. The movie is fancy and looks great, but it has no heart... and without that, it's just a fairly run-of-the-mill popcorn flick."
"234",3,"  On it's own - this movie is entertaining - compared to the book - it's poorly done. I went with the entertainment factor and treated it separately from the book."
"235",4.5,"  The Story is Mind Blowing,the Visual Effect is amazing and The Sound Editing is Great, Not the best Spielberg's Film,but still,this is one of the best film in 2018...."
"236",5,"  A fantastic world of it's own, Ready Player One takes us on a magical adventure through digital and analogue realities, and emphasising the importance to maintain the balance between the two in the real world. This movie is like a pure shot of excitement; the visuals are extremely fun, and the story is quite compelling. In terms of imagination and emotion, this movie has an impeccable Spielberg signature on it."
"237",4,"  If you haven't read the book yet that's fine, go see this then read the book. They can be enjoyed seperatly."
"238",4,"  Very fun movie and it looked amazing in IMAX 3D and the opening race and final scene really need to be seen on the big screen. For a 2 1/2 hour movie, it went by very fast and was a lot of fun. I had read the book but was expecting some pretty significant changes, most of which I was cool with. I wish though, that we got to see him fly an X-Wing!"
"239",5,"  Great movie, with excellent ideas, Spielberg really nailed this one!"
"240",5,"  Wille Wonka and Tron smashed together."
"241",3.5,"  Pretty good. Loved the shining scene. All the references were great. Halo veteran since original Halo: combat evolved. The ending was a little long. Simon Pegg as an old timer was pretty strange to see."
"242",5,"  I go to be entertained, and this did with a bang. Adding to the fun was identifying the 80's event to the movie event... loved the Terminator reference."
"243",1,"  For any fan of the book, a work deeply loved because of its specific cultural references and the characters interaction with them, this film will be a deep disappointment. It delivers on nearly none of the pay offs that occurred in the writing. The completely unnecessary added characters and entirely different challenges faced do not provide much enjoyment. Admittedly, a very difficult movie to make based on the immense amount of cultural references, but it would have been better if they gave up on this project in the planning stages. Very bad experience."
"244",1,"  Did Spielberg read the book at all? What about the stupid scene about racing? The one who plays video games always tries to go backward and see what will happen. So after the 5 years would probably someone already figure it out in the movie. Nothing like the book. The first gate should be in the dungeon that would be great to picture it. Also missing more of the 80's reference in the movie. Yeah, some parts were funny but I did not like it. If you did not read the book, you should definitely read it because it is pretty amazing, geeky book."
"245",1,"  Did Spielberg read the book at all? What about the stupid scene about racing? The one who plays video games always tries to go backward and see what will happen. So after the 5 years would probably someone already figure it out in the movie. Nothing like the book. The first gate should be in the dungeon that would be great to picture it. Also missing more of the 80's reference in the movie. Yeah, some parts were funny but I did not like it. If you did not read the book, you should definitely read it because it is pretty amazing, geeky book."
"246",5,"  Great movie, strays from the book and does not have the same character development. But great and have seen 3 times already."
"247",5,"  Amazing movie ?? loved it"
"248",4,"  A fast-paced action, adventure, sci-fi from Steven Spielberg. The action is stunning and the story has some interesting things to say about our modern obsession with online living as compensation for the reality of life which is not always pleasant. The self-conscious references to 80's pop culture is a bit annoying at times and some of the dialogue gets pretty cheesy. But, overall, an captivating movie that is full of energy, although it could have been a bit shorter. Possibly the best Spielberg entertainment we've seen for a while. Worth seeing in 3D if you have the opportunity."
"249",3,"  A truly movie tribute to the 80's culture with Back to the Future background. However, despite surfing in the wave of pop, the pace is at times too slow, straight line story and interaction between the casts is just too plain."
"250",4,"  A welcomed return for 'Popcorn' Spielberg, this adaptation of Ernest Cline's novel seems perfect for his sentiments, if not tailor-made to someone whose filmography defines the era in which this story pays loving homage to. Set in 2045, our hero, played by a likeable Tye Sheridan (and his conveniently located team of gamers which allows them to come together in a final showdown in the real world) has to hunt for 3 keys left in a Virtual Reality world called the OASIS on its creator's death in order to win the ultimate prize of a vast fortune and ownership of the OASIS itself. So far so Willy Wonka. Taking place in both a deliberately monochrome styled reality and a more vibrant and colourful virtual world overflowing with gaming, cinematic and other culturally iconic references, the film dexterously flips back and forth under Spielberg's masterly control. Films set in virtual reality have often looked awkward and unreal and since nobody enjoys watching someone else plays a videogame for 2 1/2 hours, this can be a very disengaging experience. Spielberg has no problem however making it convincing and exciting to watch right from the first VR race challenge to a surprising homage to a classic 80s film (which is different from the source material and not as on topic, but it is so much fun to watch, it'll be churlish to complain about the change) as he shows off a playfulness we have not seen for a while in his work. Despite a broad and none too menacing baddie played by Ben Mendelsohn, who feels regurgitated from his previous roles, this is a visually dazzling and very geeky rollercoaster ride of a film, that shows that the Spielberg who gave us Raiders, Goonies and E.T. should come out to play more often."
"251",4,"  Fun as fuck! In the best and worst ways"
"252",3.5,"  I liked this movie, but my wife did not. If you grew up playing any video games then you will like the movie, if you grew up in a cave and did not play video games you will find the movie boring."
"253",2,"  boring,stupid nothing in common with the book"
"254",2.5,"  The first half of the movie is non-stop action and fun, although a bit dizzying with 90% of it being CGI with the audience inside the virtual world of the Oasis. I never felt any connection to the protagonist nor was there any real suspense. I hated the fact that the movie glorifies virtual reality, so much so, that that is ALL the citizens of 2045 do - they live in the Oasis and other than a small throwaway line at the end - this isn't going to change regardless of our ""hero's"" triumph. Not a spoiler since it's clear from the beginning he will overcome the odds. Very disappointing and disturbing. I'd almost prefer armageddon to Spielburg's future in this movie."
"255",5,"  Unexpectedly fun and uplifting!"
"256",4,"  Loved this movie for the visual effects and punch lines but I wasn't so keen with the ''romance'' story or how it was portrayed. I thought it was a bit cheesy at the end and really not necessary."
"257",3.5,"  Is a good movie, SGI and animation is brilliant, the story is good all the way through till the end its gets a little silly, they should rewrote some stuff over but overall a good film"
"258",3.5,"  Doesn't always make sense and the CGI falls into the uncanny valley sometimes, but in classic Spielberg fashion, it's a dazzling, lighthearted adventure with great characters."
"259",5,"  Read the book and loved it, there was no way you could do the same story in two hours, it had to change, but the spirit of the book was there through and through, can't believe Spielberg pulled it off."
"260",5,"  Spielberg's Ready Player one is a delight to watch. A great adventure movie that is not ashamed to just be fun and also teach us a thing or two. I loved it. The book is one of my favorites and I'm happy that the adaptation was amazing. A must-watch for those who love games."
"261",5,"  So much Nostalgia feels during this feature. Too many Easter Eggs to mention and i'm sure I missed many more. They come in quotes, music and looking out for them. Great cast and story. Looking forward to reading the book version of this already. Loved the Shining reference and the CGI was fantastic. Highly recommended for a true Escape movie from everyday life. Added bonus is the main characters second name...Best Second name ever ;)."
"262",2.5,"  Wow, that was disappointing!"
"263",5,"  This is one film I would happily put in my video library, not just digitally but my physical library which only hold the best for me. This movie shows that even older generation members such as Speilberg can reach out and connect with the modern generation. He does so brilliantly with a movie about escapism, wanting to leave behind the troubles of the world for something better. But while this is prominent, it isn't what causes the issues, it's the tool used to save the world we live in. Just as Back to the Future has the deloreon, or the ruby slippers from The Wizard of Oz, they are but the tools which drives the plot forward. This movie uses something so abstract as escapism as such a tool, and it does it brilliantly. I personally would enjoy a place like the one shown in film, to participate and have fun within. It does it in a way which other escapism movies dont, and I love it. Also, the references to other media doesn't hinder the movie in the least, it's a love note to each and it leaves it at that. The characters are well done and acted as well, each one relatable and believable. Heck, I know people who match some of the characters in what they do and how they act. I cannot recommend any movie more than Ready Player One."
"264",4,"  Really enjoyed the movie. all the pop culture references and old school feels made for a good time. On a side note I did not read the book so i`m unsure how it compares on that front."
"265",5,"  Great movie, with a wonderful cast that did a pretty decent job. enjoyed it from start to finish. Props to Spielberg for creating this visual feast."
"266",5,"  One of the best sci-fi movie of this decade, another Spielberg classic"
"267",4,"  Way fun, some head scratching parts, still a hoot of a time"
"268",5,"  A truly classic Spielberg movie. It combines a passion for popular culture, with the drama and creativeness of an original storyline. With references to popular movies of times gone by, it makes watching the film even more fun. A lot happens, but things move quickly, allowing the story to flow with ease while keeping you guessing. A mixture of laughs, some sadness, empathy and excitement carry through the film, helping the story connect with the audience, and for us to get behind the main protagonist. It's a must watch, but make sure to watch every movie ever beforehand to get the real effect!"
"269",4,"  The real world segments feel flat - but who cares, we are all here to see the oasis, and in this the film deliveres"
"270",2,"  A trite, far too condensed, flaccid representation of one of my favorite books of the past decade. Laughed my way to the end. Not nearly high enough though."
"271",4,"  Children of the 80s, geeks and gamers and those who love pop culture will love it. A special effects hyperdrive but with a sad narrative for the future of humanity."
"272",3.5,"  It was kinda fun... nice being able to recognise the iconic references. Not a fan of the casting... or even how their avatar looks..."
"273",5,"  It was what Pixel tried to be ..."
"274",3,"  ""I feel thin, sort of stretched, like butter scraped over too much bread."" Those words come courtesy of Bilbo (Ian Holm) in The Lord of the Rings: The Fellowship of the Ring. But they also illustrate perfectly why Ready Player One, while fun in parts and an overall success, doesn't quite capture the magic of its director's past blockbusters.That director is Stephen Spielberg, an ideal choice to spearhead a film celebrating every dimension and detail of late-twentieth-century pop culture. Jaws, Raiders of the Lost Ark, E.T., Back to the Future, Jurassic Park-these are just a few of the properties he has brought to the big screen. If each of them could look in from the past to see this newest creation, what would they say? One thing is undeniable: Ready Player One, whether the movie or Ernest Cline's bestselling novel on which it is based, stands as one of the most original entertainment entities of the new millennium. Its story occurs in the year 2045, with society having taken a less-than-utopian turn. Consequently, nearly everyone spends their time plugged into a virtual world known as the OASIS. Money, friends, fame, love-anything worth experiencing happens in there. Reality is for losers.Especially considering that the game's original designer, James Halliday (a brilliant Mark Rylance), planted a special egg deep within its digital walls. The first 'player' to find the egg gets half a trillion dollars and total control of the OASIS (which, essentially, amounts to world domination). The catch? The path to the egg consists exclusively of contests, quizzes and other tricky breadcrumbs based on Halliday's love for 80's movies, music and video games. Know the founder and you'll find the finish line.This is exactly what teenager Wade Watts (Tye Sheridan) intends to do. Thanks to his obsessive knowledge of Halliday, he (and thus, his OASIS avatar Parzival) have a great chance to succeed. He's also got a best friend (Aech), a new girl (Art3mis) and an arch nemesis (Nolan Sorrento, head of IOI, the sinister real-world corporation that also wants control of the OASIS).This is the short version, and still a lot to unpack. I don't want to be 'that guy,' but I did read the book before I saw the movie. For anyone else in the same boat, it should be noted that the movie departs from its source material on several fronts.Many adjustments are necessary and simply based on the medium. An early scene from the book involving a video game competition becomes a massive, exhilarating car race in the movie. The latter, of course, is much more suited to a visual experience, and the production's willingness to adapt should be applauded. Nor are the changes pure sacrilege, as Cline co-wrote the script. Each alteration echoes the author.But it also takes us back to Bilbo. For it's not just that a novel contains so much more information than a movie; it's that this particular novel is all about the information, the details. Ready Player One has characters, and a story, but cares more than anything about minutiae-the tidbits of cultural knowledge that only geeks and fanboys would know.The movie's intentions to highlight this are valiant, but misguided. Yes, we see the Iron Giant battle Mechagodzilla; we feel the eeriness of the Overlook Hotel; we hear the retro beats of Jump and We're Not Gonna Take It. But we don't fully experience any of them. There are just too many. The movie spends all its time simply reaching these coveted niches, there's none left to actually enjoy the visit.That doesn't mean, of course, that the journey can't be fun. For starters, Ready Player One might feature the most impressive use of CGI since Avatar. This is a movie that literally could not have been made twenty years ago. The story itself is well-paced, with likeable characters speeding through a fresh world of surprise and discovery.If you view the film as a series of nostalgic moments-Ferris Bueller's Day Off, Atari, The Millennium Falcon-it's hard to be disappointed. But if you're looking for those moments to add up to something-to become more than the sum of vintage parts-then you may have to resort to reading.There's a scene near the end of the film between two characters in a bedroom. It's simple, quiet; it breathes, it takes its time. Through the silence, and a touch of wonder, it leads us to emotion. Almost without knowing it, we feel like a kid again.I think this is the movie Spielberg really wanted to make. Sometimes the flash and bang and noise detract from the real entertainment. Here, it's the wonder of new worlds, and new friends. More than anything, that is the soul of Ready Player One."
"275",5,"  Epic amazing awesome made me feel 10!again"
"276",4,"  Visuals were amazingThe Plot was amazingly bad"
"277",0.5,"  So this movie is based on one of the best books ever. That being said this movie is a complete abortion. It is a blackened mark on the soul of humanity. So the characters, the story and the overall concept have been morphed, twisted and mutated from the original story. The story timeline butchered 3 mins into the movie. So if I could kick Spielberg in the junk, I would. You basically destroyed the whole spirit of the original story."
"278",1.5,"  Terrible writing, source material was not something worthwhile. Not worth paying to see."
"279",5,"  Amazing movie. Great cast that played their parts well. Would definitely recommend."
"280",1.5,"  Thought the book was sub=par going on maybe nostalgically entertaining? That is, if you get any of the 80's stuff. Wait till you see how the movie doesn't even manage that."
"281",4,"  A little jumbled and predictable at times. And it's definitely not book acurate (although most book adaptions aren't). The action is a little much too. Although it has its flaws, Ready Player One is endearing at its heart and definitely fun to watch."
"282",5,"  Fantastic - pure Spielberg wonderment great for all ages."
"283",4.5,"  It departs from the book a great deal, but is understandable since it is a movie, not a book. It keeps the same structure and theme, and overall, I really enjoyed it."
"284",0.5,"  Ready Player One force feeds you a meat loaf hodge podge of pop culture from the 1980s onward. Although the plot caught the gist of the book (collect three keys) the challenges that were chosen for the movie were underwhelming compared to those in the book. Character development is on a level with Sword Art Online i.e. There's more character development in bowl of pancake batter. Once again Hollywood fails to capture the essence of the book. Also: howmuch did Blizzard pay to have an Overwatch character in almost EVERY SCENE?"
"285",3,"  The movie was just ok, as a movie it was great but it wasn't as great as the book. They changed way to much compared to the book but in the same respect can't imagine anyone play Joust on the big screen."
"286",1.5,"  Shallow movie with a shallow plot and shallow use of IP's.The actors don't know how to deliver their lines without it sounding like exposition. The CG is creepy. The use of IP's leave a lot to be desired. And most of all is that movie just wants to shove that the author is a fan of the 80's down your throat.It's a waste of potential."
"287",2.5,"  Thoughts on Ready Player one. If you want to enjoy this movie then don't read the book. SPOILER ALERT. In the sense I spoil how closely they follow the novel.The novel was a love letter to 70s and 80s and 90s pop culture. The film was not.I was curious how many of the references and related challenges could be used due to possible copyright laws. I'm guessing none of them because almost none of the original references were used which means none of the original puzzles made it to the screen.I can understand that some things have to be cut to be crammed into a 2.5 hour flick but this was more like a complete rewrite. And the rewrites in my opinion were dumbed down echoes of the charming cleverness of the original. On a good note the graphics were great, some of the added bits were funny. Overall it felt like a gentle nod to the novel."
"288",4.5,"  This is a really good movie and worth watching. The alternative world was well portrayed and one of the best represented fictional movies I've seen in a long time."
"289",5,"  Unfortunately in India the movie has released in few circles. However it's a masterpiece from the great director. Visual magic. But I would request WB to increase the theatre release in India."
"290",4.5,"  It was a very good movie didnt see that coming. I will say this will be said to be some steaven spilburgs best work"
"291",5,"  Excellent movie very fun especially in 3D"
"292",4.5,"  Before I say anything, I would just like to say that I have not read the book, though I definitely plan to sit down with it sometime soon. Perhaps my knowledge of the book, or rather lack thereof, will allow my review of the film to be unbiased based on book/movie plotlines. I greatly enjoyed this movie; it reminded me of an 80's/modern day matrix. It appealed to those of us that grew up with 80's entertainment, along with current generations who rely on games like Overwatch and Halo for their connection. The movie had a good mixing of romance, comedy, thrill, and action that was a very nice escape from cheap movies being pumped out of Hollywood thus far.One thing I felt the movie lacked was a development of certain characters/sub plots. For example, I felt like 20 more minutes of bonding between characters in the real world, contemplating the chaotic society or developing the romantic subplot of our main protagonists could have made the audience feel more connected with the heros on the big screen.All in all, I really loved the movie. I felt like it got a lot of negative backlash coming out of the door, though satisfied that the profits amassed so far speak for itself. If you haven't seen this film I would highly recommend visiting the nearest theatre and treating your yourself to a visual and emotional treat!"
"293",4,"  I read the book first & loved it. While some of the plot & challenges are different from the book, it was well done, kept the spirit of the book, & the characters were properly done."
"294",3.5,"  Steven Spielberg's ""Ready Player One"" is a feast for the eyes and overwhelms the senses. That ends up being too much of a good thing since the film is too long and sometimes feels like just CGI crashing into your brain. Most of the film works well, though. The highlight is an extended trip through Stephen King's ""The Shining."""
"295",5,"  It was absolutely visually amazing. Lots of 80's nostalgia, which I am a fan of. Another thing I enjoyed was, it actually made you feel like you were in an actual Virtual Reality game."
"296",4,"  A fun ride loaded with recognizable references!"
"297",5,"  I absolutely loved this, packed as it is with dozens and dozens of off-handed references to pop culture trivia. It is pretty true to the book, though I did not get the same warm fuzzy feelings from the book. Would highly recommend the read, and the watch!"
"298",4.5,"  One of his most fun in years!"
"299",5,"  When was the last time you saw a movie that gave you an ear to ear smile for 2 hours and 20 minutes?Ready Player One is fun, heartfelt and provides a great journey for the viewer. The many references aren't too in your face and leave the viewer excited to spot them for themselves.A great movie for fans of pop culture and all things nerdy."
"300",5,"  One of the best syfy/virtual reality movie with the use of amazing cgi effects I have ever seen. So many references that you could probably go frame by frame and see hundreds of different video games and movies references it's outstanding. The story line and plot are well fitted for the time line it's placed. Somehow managed to fit in character development in such short time. I'm looking foward to another movie and to the year 2045"
"301",5,"  Sooooooooooo good!!!!! Filled with action and 80s references, and even though it doesn't follow the book super well I still love it!!"
"302",4,"  went to see it earlier today ahh gotta love it was bargain day at my theater. i really enjoyed this a lot of fun. loved easter eggs from pop culture. this made me feel like i was immersed in the virtual reality game, some parts made me chuckle. music was superb and oh the feel of a Spielberg movie the feels i tell you. i love the fact i was born in the 80's so i was an 80's and 90's kid i enjoyed using atari and super nintendo even sega. with my younger sister. of course movie references. i have never done virtual reality but i would love to try it. even the trailer music for this was awesome one of the best i have heard in years from other movies just so fit the movie. it is bit long but not that it bothered me. i am not done reading book but movie does deviate a bit so far i could see which it was supposed to and is a good thing keeping story but adding some originality. i went to see it by myself there were a few other people so like 7 in total but was weekday of course and 1st showtime of day. fun fact, though i wasn't gonna go miss half movie to go get 2 people in trouble but these two people together were vaping. like seriously i have seen people vape in wal mart first time seeing it in movie theater.i am glad to see most people have found the movie to be enjoyable. and got certified fresh that very good news."
"303",3,"  A satisfying gaming experience that brings the back to the future, and the future to the gamers."
"304",1,"  I was super excited to see this movie especially because rp1 is one of my favorite books. Steven Spielberg took something great and ruined it. That hack needs to retire"
"305",5,"  This movie was absolutely fantastic. Somehow this movie succeeded at being the best video game movie ever made, with out really being based on any video game. This is the movie gamers and nerds have been waiting for since Super Mario Bros. from the early 90's came out. It gets nerd culture and was made with the fans in mind. While people like my parents might not necessarily ""get it"" there are enough references to non game related pop culture and a story that follows a traditional narrative story that older viewers wont be left shaking their heads with nothing to enjoy. The shear amount of easter eggs, a concept previously foriegn to most non nerd non gamers is explained beautifully in this film. As for the easter eggs themselves, i found myself jumping for joy every 10 seconds with the characters and references I kept seeing and spotting. The relatively unknown cast does a great job, and I hope this film is the one that jump starts them to super stardom. This film is also a great introduction to the genre that is cyberspace with elements such as evil megacorperations that can commit any kind of unethical crime without consequence, cyberspace, and a team of heroes that ""stick it to the man"" and fight the evil corperations. While this movie is somewhat atypical to cyberpunk as it is a more idealistic cyberpunk story (with movies such as robocop or lawnmower man being more traditional pessimistic cyberpunk stories) this is in my opinion the best ""jumping on point"" intro to cyberpunk type movie. If you like comics, video games, the 1980's, this is the movie for you. this movie is both optimistic and an overall great feel good hollywood movie. I can't recommend this movie enough go see it. and i wont even try to list all of the cameos and easter eggs in this film. not because of how many there are (although they are in the triple digits) but because that would spoil how fun they are when they appear."
"306",4.5,"  Visually stunning, very well written and with such an immersive vision, Ready Player One is one of the best cinematic experiences ever created."
"307",4.5,"  Steve Spielberg proves he still has the touch with this film. While Star Wars The Last Jedi was one of the worst movies of the last few years, Ready Player One ranks as one of the best. Great story with great story telling and throw backs to beloved pop culture of the 80's and early 90's makes this one a real treasure."
"308",4.5,"  Wonderful movie expecially to gamers."
"309",5,"  Simplemente GENIAL!!!"
"310",4,"  A fun filled pop culture adventure."
"311",5,"  This movie is one super pop culture nerd orgasm."
"312",5,"  This movie is EPIC. It is a great movie that any age can see. I felt as if I was in a whole new world with this movie. There are very few times that I can feel myself in a movie, but with this one, I can. So many unexpected twists and turns. Love all of the imagination it has to offer!"
"313",2.5,"  I was NOT ready for Player One as depicted by Spielberg. I remember putting the book down with my heart still pumping and thinking to myself ""holy sh*t, that would be an EPIC movie"". Then the movie came out and I was quickly reminded that this is Hollywood and it wouldn't be an adaptation if somebody wouldn't F*** it up royally. There's only one explanation: someone just finished reading the book and summarized it to Spielberg while they were both drunk, then while still hung-over Spielberg made a movie out of it. Forgot the order of things, mistaken one character for another and forgot half the things that made the book great, so he made something up as he went to fill the gaps. That's the best description of this movie that anyone will give you. Because of all this it was pretty, but also pretty nonsensical and lost all the drama, tension, build-ups and pay-offs. Go home Spielberg, you're drunk."
"314",4,"  I liked the book better but I'm glad that it changed things up a bit. Biggest surprise for me was that Simon Pegg didn't have a greater role."
"315",2,"  Fun Spielberg - as opposed to serious Spielberg - features some combination of 1) excruciating tension 2) awesome set-piece scenes 3) great (character) actor bits 4) heart-tugging sentimentality. This one - though well-crafted state of the art, of course - has none of these. And on top of that, it supplies absolutely no evidence to support its ""real life is better"" bogus message. Gee, it's rough to have peaked before 30."
"316",5,"  The entire family enjoyed this movie. Is it the book, no, but I never try to compare the movie to the book, you only set yourself up for disappointment. This is the first film that kept the attention of my 4 children throughout the entire movie. Will see it again."
"317",5,"  Ready player one was fucking amazing. Anyone that's well versed in video games and pop culture will nut during this movie. I almost cried several times just because of how overwhelmingly awesome it is"
"318",5,"  Spielberg KILLED IT WITH THIS MOVIE. so much nostalgia and easter eggs. if you are in to movies,video games and VR then you will have a great time with this."
"319",0.5,"  Basic pure hearted teen male hero fighting the evil capitalism, falls in love with a ""cool"" girl, refuses to get corrupted by money, defends the American classic freedom value, saves the world. All that happening in a futuristic VR game."
"320",5,"  best movie I've seen in years, gotta see it in 3D now on a return visit"
"321",3.5,"  Ready Player One poss�de les mêmes problèmes structurels que deux de ses prédécesseurs centrés sur le namedropping pop culturel, Lego Batman et Wreck-It Ralph. En effet, le film de Steven Spielberg donne tout dans sa première demi-heure et se transforme vite en une suite d'épisodes plus ou moins réussis, visuellement réussis mais finalement répétitifs et parfaitement oubliables. Certaines sautes de ton sont assez gênantes et en dehors de Lena Waithe et Hannah John-Kamen, les acteurs ne sont pas à leur meilleur niveau. En l'état, Ready Player One n'est ni le plus grand film de l'année ni une bouse infâme qu'on nous vend dans les médias, juste un blockbuster acceptable et divertissant. C'est déjà pas mal."
"322",5,"  Loved it! Wish I could live in the Oasis! C'mon technology! Get us here!!!"
"323",2.5,"  Read the book 3 times, and this movie is so boring in comparison. Everything is fast, including the plot. Movie lacks character devolpment and doesn't explain over half of itself (at one point they mention ludus, the world of schools in the book, but never showed nor mentioned it at all before then on the movie). I takes out interesting referances (supiadaman, ultraman [though ownership confusion was the meaning for that], many, many obscure arcade games, the interesting ending to the hunt [replaced with just playing atari]) for boring, common ones (the shining, overwatch, akira, iron giant). The ending felt uneventful and rushed, and left me with a bad taste in my mouth. I will say the visuals (though sometimes in the uncanny valley) were interesting and fun. The out-of-bounds part of the race was fun, and the war at the end was fun to watch. TL;DR: Go read the book."
"324",4.5,"  In anyone else's hands, this would have been a disaster. Thank Master Windu that Ernest Cline handed over the directing duties to the rightful Steven Spielberg and took it upon himself to improve his own story. Not only does the result show us the right amount of nerdy, it also wows us with the wonderful way all these references are being implemented. Without them, the story still stands on its own and reminds us to have fun when playing. It's there for entertainment, as is this movie. Our main characters know that, and they truly embody that spirit of entertainment. More generations will be inspired to do more than just love what they're watching or playing, they might find new ways to enjoy it without having to be the very best. Log in and see for yourself."
"325",5,"  had so much fun watching it"
"326",5,"  Wow! #ReadyPlayerOne was like watching every one of my favorite movies growing up in one sitting."
"327",5,"  Best movie in 2018 so far. I would recommend it to anyone"
"328",5,"  Very exciting, amazing story with a good theme and very enjoyable to watch. A fresh new idea that will make you excited to watch it. I left the theatre feeling very satisfied and feeling like I had just walked into the theatre."
"329",0.5,"  Started out as a great nostalgia book targeting 35-45 year old North American men. Went through a book-to-movie re-write where they only changed the target audience, all the characters, the entire plot, and the moral of the story .... but hid this fact in the trailers and kept the title the same so that people who liked the book would still go see the movie. If you read and liked the book stay away from this film, it will only cause you pain."
"330",3.5,"  An enjoyable, glitzy homage to retrogaming. I was pleasantly surprised by a section of one of my favorite horror films in the middle of this which is worth the admission price alone. 3D was unnoticeable except for one scene,"
"331",5,"  I'm not into video games but I had a great time and flash backs to great games of the past."
"332",1.5,"  Honestly, it wasn't even visually appealing. It was just TOO MUCH for way too long (~2.5 hours). I feel like Spielberg was trying to make his Avatar here and fell totally flat in comparison. It's crazy to think that almost 10 years later, Avatar is still the most advanced and realistic film of this type (almost entirely animated). No one has come close to knocking Cameron off the throne.. Side note: I was appalled by the horribly campy and poorly executed Shining references. Making a mockery of one of the most terrifying and well-crafted films of all time is just embarrassing."
"333",4,"  A thrilling visual ride. Your typical ragtag team of teens somehow managing to do what no person in history has ever done before and battling angry corporate giants along the way, jam-packed with references to popular nerd culture. My friend and I were really tickled to spot Tracer from Overwatch not once but twice in the crowds. Some references went over even our heads, and the romance had us feeling we were watching a Twilight rerun, but overall it was a fun movie. Would watch again."
"334",5,"  Took the kids to see and we all loved it and my son wants a second part to the movie now"
"335",3,"  Removed al the nail biting suspense from the book and replaced it with more action sequences. Because that's want the modern movie-goer wants."
"336",5,"  Brilliant, Loved it in 3D"
"337",5,"  When i saw it with my friends, it was literaly one of the best movies we seen in a while, we kept having alot of laughing and easter eggs moments none stop while watching this movie. It was awesome, I cant wait for Ready Player Two, also be picking this up when it comes out on Bluray Day One."
"338",4,"  The film was good even though the book is better (well duh ??) they do improve some of the story in some parts, my only problems is it's too quick at some scenes and I can't believe I saying this I wish it was in two or three parts I hate they do that in films on one book but I feel it would have benefited the movie more and the real world back story is there but it's rushed but it's still a very good film and people should check it out"
"339",5,"  This was one of the most enjoyable movies I've seen in years. It has just enough pith to keep it from being complete fluff but that's not the point. Just the shared experience and delight of the audience that watches it with you as you recognize one throwback culture reference after another would be worth 4 stars."
"340",5,"  Just the kind of oldschool adventure movie you would expect from spielberg. a must watch for every geek."
"341",4,"  Fun movie, great for kids. Excalibur!!!"
"342",4,"  Very good but felt rushed. I'd have preferred them cover it in three movies."
"343",5,"  Loved the movie, I don't know why the critics are not liking it more. I'm definitely going to buy this one!"
"344",5,"  I read the book, and saw the movie with someone who hasn't and decided to compare notes on what we thought about it. Whole there were things that upset me that were changed, and stuff that felt left out to her (like it's not explained why Morrow and Halliday split in the movie, at all) we both came away really enjoying the movie and looking forward to seeing it again."
"345",4,"  I have read the book 2 times now, and i rather liked the movie. The plot is quite different and refreshing from the one in the book, but they still suffer from a poor love story. The cgi was great, and the shining part was easily my favorite part in the movie."
"346",5,"  the movie was great for me it had so many movie tv song and video game references and the characters were well developed and being 14 it was great nostalgia"
"347",5,"  This is a great movie, I like how the actors has to be part of the game. really enjoy the music in the movie as well. Can't wait for it to come out on blu-way"
"348",4,"  Loved it. Loved everything about it. Adventure? Excitement? An audience craves these things.And they get it in this movie! Unlike a certain recent cinematic travesty."
"349",2,"  The book is excellent, I've read it a few times. The film is terrible. Nothing like the book. I feel sorry for Ernest Cline having his mane attached to this."
